,Ticker,Adj Close
2306,2009-03-06,6626.93994140625
2307,2009-03-09,6547.0498046875
2308,2009-03-10,6926.490234375
2309,2009-03-11,6930.39990234375
2310,2009-03-12,7170.06005859375
2311,2009-03-13,7223.97998046875
2312,2009-03-16,7216.97021484375
2313,2009-03-17,7395.7001953125
2314,2009-03-18,7486.580078125
2315,2009-03-19,7400.7998046875
2316,2009-03-20,7278.3798828125
2317,2009-03-23,7775.85986328125
2318,2009-03-24,7659.97021484375
2319,2009-03-25,7749.81005859375
2320,2009-03-26,7924.56005859375
2321,2009-03-27,7776.18017578125
2322,2009-03-30,7522.02001953125
2323,2009-03-31,7608.919921875
2324,2009-04-01,7761.60009765625
2325,2009-04-02,7978.080078125
2326,2009-04-03,8017.58984375
2327,2009-04-06,7975.85009765625
2328,2009-04-07,7789.56005859375
2329,2009-04-08,7837.10986328125
2330,2009-04-09,8083.3798828125
2331,2009-04-13,8057.81005859375
2332,2009-04-14,7920.18017578125
2333,2009-04-15,8029.6201171875
2334,2009-04-16,8125.43017578125
2335,2009-04-17,8131.330078125
2336,2009-04-20,7841.72998046875
2337,2009-04-21,7969.56005859375
2338,2009-04-22,7886.56982421875
2339,2009-04-23,7957.06005859375
2340,2009-04-24,8076.2900390625
2341,2009-04-27,8025.0
2342,2009-04-28,8016.9501953125
2343,2009-04-29,8185.72998046875
2344,2009-04-30,8168.1201171875
2345,2009-05-01,8212.41015625
2346,2009-05-04,8426.740234375
2347,2009-05-05,8410.650390625
2348,2009-05-06,8512.2802734375
2349,2009-05-07,8409.849609375
2350,2009-05-08,8574.650390625
2351,2009-05-11,8418.76953125
2352,2009-05-12,8469.1103515625
2353,2009-05-13,8284.8896484375
2354,2009-05-14,8331.3203125
2355,2009-05-15,8268.6396484375
2356,2009-05-18,8504.080078125
2357,2009-05-19,8474.849609375
2358,2009-05-20,8422.0400390625
2359,2009-05-21,8292.1298828125
2360,2009-05-22,8277.3203125
2361,2009-05-26,8473.490234375
2362,2009-05-27,8300.01953125
2363,2009-05-28,8403.7998046875
2364,2009-05-29,8500.330078125
2365,2009-06-01,8721.4404296875
2366,2009-06-02,8740.8701171875
2367,2009-06-03,8675.240234375
2368,2009-06-04,8750.240234375
2369,2009-06-05,8763.1298828125
2370,2009-06-08,8764.490234375
2371,2009-06-09,8763.0595703125
2372,2009-06-10,8739.01953125
2373,2009-06-11,8770.919921875
2374,2009-06-12,8799.259765625
2375,2009-06-15,8612.1298828125
2376,2009-06-16,8504.669921875
2377,2009-06-17,8497.1796875
2378,2009-06-18,8555.599609375
2379,2009-06-19,8539.73046875
2380,2009-06-22,8339.009765625
2381,2009-06-23,8322.91015625
2382,2009-06-24,8299.8603515625
2383,2009-06-25,8472.400390625
2384,2009-06-26,8438.3896484375
2385,2009-06-29,8529.3798828125
2386,2009-06-30,8447.0
2387,2009-07-01,8504.0595703125
2388,2009-07-02,8280.740234375
2389,2009-07-06,8324.8701171875
2390,2009-07-07,8163.60009765625
2391,2009-07-08,8178.41015625
2392,2009-07-09,8183.169921875
2393,2009-07-10,8146.52001953125
2394,2009-07-13,8331.6796875
2395,2009-07-14,8359.490234375
2396,2009-07-15,8616.2099609375
2397,2009-07-16,8711.8203125
2398,2009-07-17,8743.9404296875
2399,2009-07-20,8848.150390625
2400,2009-07-21,8915.9404296875
2401,2009-07-22,8881.259765625
2402,2009-07-23,9069.2900390625
2403,2009-07-24,9093.240234375
2404,2009-07-27,9108.509765625
2405,2009-07-28,9096.7197265625
2406,2009-07-29,9070.7197265625
2407,2009-07-30,9154.4599609375
2408,2009-07-31,9171.6103515625
2409,2009-08-03,9286.5595703125
2410,2009-08-04,9320.1904296875
2411,2009-08-05,9280.9697265625
2412,2009-08-06,9256.259765625
2413,2009-08-07,9370.0703125
2414,2009-08-10,9337.9501953125
2415,2009-08-11,9241.4501953125
2416,2009-08-12,9361.6103515625
2417,2009-08-13,9398.1904296875
2418,2009-08-14,9321.400390625
2419,2009-08-17,9135.33984375
2420,2009-08-18,9217.9404296875
2421,2009-08-19,9279.16015625
2422,2009-08-20,9350.0498046875
2423,2009-08-21,9505.9599609375
2424,2009-08-24,9509.2802734375
2425,2009-08-25,9539.2900390625
2426,2009-08-26,9543.51953125
2427,2009-08-27,9580.6298828125
2428,2009-08-28,9544.2001953125
2429,2009-08-31,9496.2802734375
2430,2009-09-01,9310.599609375
2431,2009-09-02,9280.669921875
2432,2009-09-03,9344.6103515625
2433,2009-09-04,9441.26953125
2434,2009-09-08,9497.33984375
2435,2009-09-09,9547.2197265625
2436,2009-09-10,9627.48046875
2437,2009-09-11,9605.41015625
2438,2009-09-14,9626.7998046875
2439,2009-09-15,9683.41015625
2440,2009-09-16,9791.7099609375
2441,2009-09-17,9783.919921875
2442,2009-09-18,9820.2001953125
2443,2009-09-21,9778.8603515625
2444,2009-09-22,9829.8701171875
2445,2009-09-23,9748.5498046875
2446,2009-09-24,9707.4404296875
2447,2009-09-25,9665.1904296875
2448,2009-09-28,9789.3603515625
2449,2009-09-29,9742.2001953125
2450,2009-09-30,9712.2802734375
2451,2009-10-01,9509.2802734375
2452,2009-10-02,9487.669921875
2453,2009-10-05,9599.75
2454,2009-10-06,9731.25
2455,2009-10-07,9725.580078125
2456,2009-10-08,9786.8701171875
2457,2009-10-09,9864.9404296875
2458,2009-10-12,9885.7998046875
2459,2009-10-13,9871.0595703125
2460,2009-10-14,10015.8603515625
2461,2009-10-15,10062.9404296875
2462,2009-10-16,9995.91015625
2463,2009-10-19,10092.1904296875
2464,2009-10-20,10041.48046875
2465,2009-10-21,9949.3603515625
2466,2009-10-22,10081.3095703125
2467,2009-10-23,9972.1796875
2468,2009-10-26,9867.9599609375
2469,2009-10-27,9882.169921875
2470,2009-10-28,9762.6904296875
2471,2009-10-29,9962.580078125
2472,2009-10-30,9712.73046875
2473,2009-11-02,9789.4404296875
2474,2009-11-03,9771.91015625
2475,2009-11-04,9802.1396484375
2476,2009-11-05,10005.9599609375
2477,2009-11-06,10023.419921875
2478,2009-11-09,10226.9404296875
2479,2009-11-10,10246.9697265625
2480,2009-11-11,10291.259765625
2481,2009-11-12,10197.4697265625
2482,2009-11-13,10270.4697265625
2483,2009-11-16,10406.9599609375
2484,2009-11-17,10437.419921875
2485,2009-11-18,10426.3095703125
2486,2009-11-19,10332.4404296875
2487,2009-11-20,10318.16015625
2488,2009-11-23,10450.9501953125
2489,2009-11-24,10433.7099609375
2490,2009-11-25,10464.400390625
2491,2009-11-27,10309.919921875
2492,2009-11-30,10344.83984375
2493,2009-12-01,10471.580078125
2494,2009-12-02,10452.6796875
2495,2009-12-03,10366.150390625
2496,2009-12-04,10388.900390625
2497,2009-12-07,10390.1103515625
2498,2009-12-08,10285.9697265625
2499,2009-12-09,10337.0498046875
2500,2009-12-10,10405.830078125
2501,2009-12-11,10471.5
2502,2009-12-14,10501.0498046875
2503,2009-12-15,10452.0
2504,2009-12-16,10441.1201171875
2505,2009-12-17,10308.259765625
2506,2009-12-18,10328.8896484375
2507,2009-12-21,10414.1396484375
2508,2009-12-22,10464.9296875
2509,2009-12-23,10466.4404296875
2510,2009-12-24,10520.08984375
2511,2009-12-28,10547.080078125
2512,2009-12-29,10545.41015625
2513,2009-12-30,10548.509765625
2514,2009-12-31,10428.0498046875
2515,2010-01-04,10583.9599609375
2516,2010-01-05,10572.01953125
2517,2010-01-06,10573.6796875
2518,2010-01-07,10606.8603515625
2519,2010-01-08,10618.1904296875
2520,2010-01-11,10663.990234375
2521,2010-01-12,10627.259765625
2522,2010-01-13,10680.76953125
2523,2010-01-14,10710.5498046875
2524,2010-01-15,10609.650390625
2525,2010-01-19,10725.4296875
2526,2010-01-20,10603.150390625
2527,2010-01-21,10389.8798828125
2528,2010-01-22,10172.98046875
2529,2010-01-25,10196.8603515625
2530,2010-01-26,10194.2900390625
2531,2010-01-27,10236.16015625
2532,2010-01-28,10120.4599609375
2533,2010-01-29,10067.330078125
2534,2010-02-01,10185.5302734375
2535,2010-02-02,10296.849609375
2536,2010-02-03,10270.5498046875
2537,2010-02-04,10002.1796875
2538,2010-02-05,10012.23046875
2539,2010-02-08,9908.3896484375
2540,2010-02-09,10058.6396484375
2541,2010-02-10,10038.3798828125
2542,2010-02-11,10144.1904296875
2543,2010-02-12,10099.1396484375
2544,2010-02-16,10268.8095703125
2545,2010-02-17,10309.240234375
2546,2010-02-18,10392.900390625
2547,2010-02-19,10402.349609375
2548,2010-02-22,10383.3798828125
2549,2010-02-23,10282.41015625
2550,2010-02-24,10374.16015625
2551,2010-02-25,10321.0302734375
2552,2010-02-26,10325.259765625
2553,2010-03-01,10403.7900390625
2554,2010-03-02,10405.98046875
2555,2010-03-03,10396.759765625
2556,2010-03-04,10444.1396484375
2557,2010-03-05,10566.2001953125
2558,2010-03-08,10552.51953125
2559,2010-03-09,10564.3798828125
2560,2010-03-10,10567.330078125
2561,2010-03-11,10611.83984375
2562,2010-03-12,10624.6904296875
2563,2010-03-15,10642.150390625
2564,2010-03-16,10685.98046875
2565,2010-03-17,10733.669921875
2566,2010-03-18,10779.169921875
2567,2010-03-19,10741.98046875
2568,2010-03-22,10785.8896484375
2569,2010-03-23,10888.830078125
2570,2010-03-24,10836.150390625
2571,2010-03-25,10841.2099609375
2572,2010-03-26,10850.3603515625
2573,2010-03-29,10895.8603515625
2574,2010-03-30,10907.419921875
2575,2010-03-31,10856.6298828125
2576,2010-04-01,10927.0703125
2577,2010-04-05,10973.5498046875
2578,2010-04-06,10969.990234375
2579,2010-04-07,10897.51953125
2580,2010-04-08,10927.0703125
2581,2010-04-09,10997.349609375
2582,2010-04-12,11005.9697265625
2583,2010-04-13,11019.419921875
2584,2010-04-14,11123.1103515625
2585,2010-04-15,11144.5703125
2586,2010-04-16,11018.66015625
2587,2010-04-19,11092.0498046875
2588,2010-04-20,11117.0595703125
2589,2010-04-21,11124.919921875
2590,2010-04-22,11134.2900390625
2591,2010-04-23,11204.2802734375
2592,2010-04-26,11205.0302734375
2593,2010-04-27,10991.990234375
2594,2010-04-28,11045.26953125
2595,2010-04-29,11167.3203125
2596,2010-04-30,11008.6103515625
2597,2010-05-03,11151.830078125
2598,2010-05-04,10926.76953125
2599,2010-05-05,10866.830078125
2600,2010-05-06,10520.3203125
2601,2010-05-07,10380.4296875
2602,2010-05-10,10785.1396484375
2603,2010-05-11,10748.259765625
2604,2010-05-12,10896.91015625
2605,2010-05-13,10782.9501953125
2606,2010-05-14,10620.16015625
2607,2010-05-17,10625.830078125
2608,2010-05-18,10510.9501953125
2609,2010-05-19,10444.3701171875
2610,2010-05-20,10068.009765625
2611,2010-05-21,10193.3896484375
2612,2010-05-24,10066.5703125
2613,2010-05-25,10043.75
2614,2010-05-26,9974.4501953125
2615,2010-05-27,10258.990234375
2616,2010-05-28,10136.6298828125
2617,2010-06-01,10024.01953125
2618,2010-06-02,10249.5400390625
2619,2010-06-03,10255.2802734375
2620,2010-06-04,9931.9697265625
2621,2010-06-07,9816.490234375
2622,2010-06-08,9939.98046875
2623,2010-06-09,9899.25
2624,2010-06-10,10172.5302734375
2625,2010-06-11,10211.0703125
2626,2010-06-14,10190.8896484375
2627,2010-06-15,10404.76953125
2628,2010-06-16,10409.4599609375
2629,2010-06-17,10434.169921875
2630,2010-06-18,10450.6396484375
2631,2010-06-21,10442.41015625
2632,2010-06-22,10293.51953125
2633,2010-06-23,10298.4404296875
2634,2010-06-24,10152.7998046875
2635,2010-06-25,10143.8095703125
2636,2010-06-28,10138.51953125
2637,2010-06-29,9870.2998046875
2638,2010-06-30,9774.01953125
2639,2010-07-01,9732.5302734375
2640,2010-07-02,9686.48046875
2641,2010-07-06,9743.6201171875
2642,2010-07-07,10018.2802734375
2643,2010-07-08,10138.990234375
2644,2010-07-09,10198.0302734375
2645,2010-07-12,10216.26953125
2646,2010-07-13,10363.01953125
2647,2010-07-14,10366.7197265625
2648,2010-07-15,10359.3095703125
2649,2010-07-16,10097.900390625
2650,2010-07-19,10154.4296875
2651,2010-07-20,10229.9599609375
2652,2010-07-21,10120.5302734375
2653,2010-07-22,10322.2998046875
2654,2010-07-23,10424.6201171875
2655,2010-07-26,10525.4296875
2656,2010-07-27,10537.6904296875
2657,2010-07-28,10497.8798828125
2658,2010-07-29,10467.16015625
2659,2010-07-30,10465.9404296875
2660,2010-08-02,10674.3798828125
2661,2010-08-03,10636.3798828125
2662,2010-08-04,10680.4296875
2663,2010-08-05,10674.98046875
2664,2010-08-06,10653.5595703125
2665,2010-08-09,10698.75
2666,2010-08-10,10644.25
2667,2010-08-11,10378.830078125
2668,2010-08-12,10319.9501953125
2669,2010-08-13,10303.150390625
2670,2010-08-16,10302.009765625
2671,2010-08-17,10405.849609375
2672,2010-08-18,10415.5400390625
2673,2010-08-19,10271.2099609375
2674,2010-08-20,10213.6201171875
2675,2010-08-23,10174.41015625
2676,2010-08-24,10040.4501953125
2677,2010-08-25,10060.0595703125
2678,2010-08-26,9985.8095703125
2679,2010-08-27,10150.650390625
2680,2010-08-30,10009.73046875
2681,2010-08-31,10014.7197265625
2682,2010-09-01,10269.4697265625
2683,2010-09-02,10320.099609375
2684,2010-09-03,10447.9296875
2685,2010-09-07,10340.6904296875
2686,2010-09-08,10387.009765625
2687,2010-09-09,10415.240234375
2688,2010-09-10,10462.76953125
2689,2010-09-13,10544.1298828125
2690,2010-09-14,10526.490234375
2691,2010-09-15,10572.73046875
2692,2010-09-16,10594.830078125
2693,2010-09-17,10607.849609375
2694,2010-09-20,10753.6201171875
2695,2010-09-21,10761.0302734375
2696,2010-09-22,10739.3095703125
2697,2010-09-23,10662.419921875
2698,2010-09-24,10860.259765625
2699,2010-09-27,10812.0400390625
2700,2010-09-28,10858.1396484375
2701,2010-09-29,10835.2802734375
2702,2010-09-30,10788.0498046875
2703,2010-10-01,10829.6796875
2704,2010-10-04,10751.26953125
2705,2010-10-05,10944.7197265625
2706,2010-10-06,10967.650390625
2707,2010-10-07,10948.580078125
2708,2010-10-08,11006.48046875
2709,2010-10-11,11010.33984375
2710,2010-10-12,11020.400390625
2711,2010-10-13,11096.080078125
2712,2010-10-14,11094.5703125
2713,2010-10-15,11062.7802734375
2714,2010-10-18,11143.6904296875
2715,2010-10-19,10978.6201171875
2716,2010-10-20,11107.9697265625
2717,2010-10-21,11146.5703125
2718,2010-10-22,11132.5595703125
2719,2010-10-25,11164.0498046875
2720,2010-10-26,11169.4599609375
2721,2010-10-27,11126.2802734375
2722,2010-10-28,11113.9501953125
2723,2010-10-29,11118.490234375
2724,2010-11-01,11124.6201171875
2725,2010-11-02,11188.7197265625
2726,2010-11-03,11215.1298828125
2727,2010-11-04,11434.83984375
2728,2010-11-05,11444.080078125
2729,2010-11-08,11406.83984375
2730,2010-11-09,11346.75
2731,2010-11-10,11357.0400390625
2732,2010-11-11,11283.099609375
2733,2010-11-12,11192.580078125
2734,2010-11-15,11201.9697265625
2735,2010-11-16,11023.5
2736,2010-11-17,11007.8798828125
2737,2010-11-18,11181.23046875
2738,2010-11-19,11203.5498046875
2739,2010-11-22,11178.580078125
2740,2010-11-23,11036.3701171875
2741,2010-11-24,11187.2802734375
2742,2010-11-26,11091.8701171875
2743,2010-11-29,11052.490234375
2744,2010-11-30,11006.01953125
2745,2010-12-01,11255.7802734375
2746,2010-12-02,11362.41015625
2747,2010-12-03,11382.08984375
2748,2010-12-06,11362.1904296875
2749,2010-12-07,11359.16015625
2750,2010-12-08,11372.48046875
2751,2010-12-09,11370.0595703125
2752,2010-12-10,11410.3203125
2753,2010-12-13,11428.5595703125
2754,2010-12-14,11476.5400390625
2755,2010-12-15,11457.4697265625
2756,2010-12-16,11499.25
2757,2010-12-17,11491.91015625
2758,2010-12-20,11478.1298828125
2759,2010-12-21,11533.16015625
2760,2010-12-22,11559.490234375
2761,2010-12-23,11573.490234375
2762,2010-12-27,11555.0302734375
2763,2010-12-28,11575.5400390625
2764,2010-12-29,11585.3798828125
2765,2010-12-30,11569.7099609375
2766,2010-12-31,11577.509765625
2767,2011-01-03,11670.75
2768,2011-01-04,11691.1796875
2769,2011-01-05,11722.8896484375
2770,2011-01-06,11697.3095703125
2771,2011-01-07,11674.759765625
2772,2011-01-10,11637.4501953125
2773,2011-01-11,11671.8798828125
2774,2011-01-12,11755.4404296875
2775,2011-01-13,11731.900390625
2776,2011-01-14,11787.3798828125
2777,2011-01-18,11837.9296875
2778,2011-01-19,11825.2900390625
2779,2011-01-20,11822.7998046875
2780,2011-01-21,11871.83984375
2781,2011-01-24,11980.51953125
2782,2011-01-25,11977.1904296875
2783,2011-01-26,11985.4404296875
2784,2011-01-27,11989.830078125
2785,2011-01-28,11823.7001953125
2786,2011-01-31,11891.9296875
2787,2011-02-01,12040.16015625
2788,2011-02-02,12041.9697265625
2789,2011-02-03,12062.259765625
2790,2011-02-04,12092.150390625
2791,2011-02-07,12161.6298828125
2792,2011-02-08,12233.150390625
2793,2011-02-09,12239.8896484375
2794,2011-02-10,12229.2900390625
2795,2011-02-11,12273.259765625
2796,2011-02-14,12268.1904296875
2797,2011-02-15,12226.6396484375
2798,2011-02-16,12288.169921875
2799,2011-02-17,12318.1396484375
2800,2011-02-18,12391.25
2801,2011-02-22,12212.7900390625
2802,2011-02-23,12105.7802734375
2803,2011-02-24,12068.5
2804,2011-02-25,12130.4501953125
2805,2011-02-28,12226.33984375
2806,2011-03-01,12058.01953125
2807,2011-03-02,12066.7998046875
2808,2011-03-03,12258.2001953125
2809,2011-03-04,12169.8798828125
2810,2011-03-07,12090.0302734375
2811,2011-03-08,12214.3798828125
2812,2011-03-09,12213.08984375
2813,2011-03-10,11984.6103515625
2814,2011-03-11,12044.400390625
2815,2011-03-14,11993.16015625
2816,2011-03-15,11855.419921875
2817,2011-03-16,11613.2998046875
2818,2011-03-17,11774.58984375
2819,2011-03-18,11858.51953125
2820,2011-03-21,12036.5302734375
2821,2011-03-22,12018.6298828125
2822,2011-03-23,12086.01953125
2823,2011-03-24,12170.5595703125
2824,2011-03-25,12220.58984375
2825,2011-03-28,12197.8798828125
2826,2011-03-29,12279.009765625
2827,2011-03-30,12350.6103515625
2828,2011-03-31,12319.73046875
2829,2011-04-01,12376.7197265625
2830,2011-04-04,12400.0302734375
2831,2011-04-05,12393.900390625
2832,2011-04-06,12426.75
2833,2011-04-07,12409.490234375
2834,2011-04-08,12380.0498046875
2835,2011-04-11,12381.1103515625
2836,2011-04-12,12263.580078125
2837,2011-04-13,12270.990234375
2838,2011-04-14,12285.150390625
2839,2011-04-15,12341.830078125
2840,2011-04-18,12201.58984375
2841,2011-04-19,12266.75
2842,2011-04-20,12453.5400390625
2843,2011-04-21,12505.990234375
2844,2011-04-25,12479.8798828125
2845,2011-04-26,12595.3701171875
2846,2011-04-27,12690.9599609375
2847,2011-04-28,12763.3095703125
2848,2011-04-29,12810.5400390625
2849,2011-05-02,12807.3603515625
2850,2011-05-03,12807.509765625
2851,2011-05-04,12723.580078125
2852,2011-05-05,12584.169921875
2853,2011-05-06,12638.740234375
2854,2011-05-09,12684.6796875
2855,2011-05-10,12760.3603515625
2856,2011-05-11,12630.0302734375
2857,2011-05-12,12695.919921875
2858,2011-05-13,12595.75
2859,2011-05-16,12548.3701171875
2860,2011-05-17,12479.580078125
2861,2011-05-18,12560.1796875
2862,2011-05-19,12605.3203125
2863,2011-05-20,12512.0400390625
2864,2011-05-23,12381.259765625
2865,2011-05-24,12356.2099609375
2866,2011-05-25,12394.66015625
2867,2011-05-26,12402.759765625
2868,2011-05-27,12441.580078125
2869,2011-05-31,12569.7900390625
2870,2011-06-01,12290.1396484375
2871,2011-06-02,12248.5498046875
2872,2011-06-03,12151.259765625
2873,2011-06-06,12089.9599609375
2874,2011-06-07,12070.8095703125
2875,2011-06-08,12048.9404296875
2876,2011-06-09,12124.3603515625
2877,2011-06-10,11951.91015625
2878,2011-06-13,11952.9697265625
2879,2011-06-14,12076.1103515625
2880,2011-06-15,11897.26953125
2881,2011-06-16,11961.51953125
2882,2011-06-17,12004.3603515625
2883,2011-06-20,12080.3798828125
2884,2011-06-21,12190.009765625
2885,2011-06-22,12109.669921875
2886,2011-06-23,12050.0
2887,2011-06-24,11934.580078125
2888,2011-06-27,12043.5595703125
2889,2011-06-28,12188.6904296875
2890,2011-06-29,12261.419921875
2891,2011-06-30,12414.33984375
2892,2011-07-01,12582.76953125
2893,2011-07-05,12569.8701171875
2894,2011-07-06,12626.01953125
2895,2011-07-07,12719.490234375
2896,2011-07-08,12657.2001953125
2897,2011-07-11,12505.759765625
2898,2011-07-12,12446.8798828125
2899,2011-07-13,12491.6103515625
2900,2011-07-14,12437.1201171875
2901,2011-07-15,12479.73046875
2902,2011-07-18,12385.16015625
2903,2011-07-19,12587.419921875
2904,2011-07-20,12571.91015625
2905,2011-07-21,12724.41015625
2906,2011-07-22,12681.16015625
2907,2011-07-25,12592.7998046875
2908,2011-07-26,12501.2998046875
2909,2011-07-27,12302.5498046875
2910,2011-07-28,12240.1103515625
2911,2011-07-29,12143.240234375
2912,2011-08-01,12132.490234375
2913,2011-08-02,11866.6201171875
2914,2011-08-03,11896.4404296875
2915,2011-08-04,11383.6796875
2916,2011-08-05,11444.6103515625
2917,2011-08-08,10809.849609375
2918,2011-08-09,11239.76953125
2919,2011-08-10,10719.9404296875
